craft_id,output_name,output_amount,req_labor,materials
9637,Winter Maiden's Giant Green Candy Cane,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9636,Winter Maiden's Teenie Blue Sugar Cane,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9635,Winter Maiden's Giant Green Sugar Cane,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9634,Winter Maiden's Red Nose Rudolph Cookie,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9633,Winter Maiden's Happy Gingerbread Cookie,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9632,Winter Maiden's Teenie Purple Pretzel,× 1,0,"[{""name"": ""Friendship Token"", ""amount"": ""6""}]"
9631,Autumn Lore Book,× 1,0,"[{""name"": ""Daru Festival Coin"", ""amount"": ""15""}]"
9630,Reading Light,× 1,0,"[{""name"": ""Daru Festival Coin"", ""amount"": ""30""}]"
9623,140-Slot Pirate Plushie Trove,× 1,0,"[{""name"": ""130-Slot Pirate Plushie Trove"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""3""}, {""name"": ""Daru Festival Coin"", ""amount"": ""30""}]"
9621,Rokhala Livestock Fodder,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Dried Flowers"", ""amount"": ""90""}, {""name"": ""Yam"", ""amount"": ""50""}]"
9620,Windscour Chilled Beverages,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""120""}, {""name"": ""Aloe"", ""amount"": ""30""}]"
9619,Rookborne Millet Pilaf,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Dried Flowers"", ""amount"": ""80""}, {""name"": ""Millet"", ""amount"": ""180""}]"
9618,Falcorth Carrot Cake,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Dried Flowers"", ""amount"": ""80""}, {""name"": ""Carrot"", ""amount"": ""150""}]"
9617,Ynystere Bouquets,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""100""}, {""name"": ""Rose"", ""amount"": ""80""}]"
9616,Perinoor Fried Meat,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Trimmed Meat"", ""amount"": ""30""}, {""name"": ""Peanut"", ""amount"": ""30""}]"
9615,Hasla Specialty Tea,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Orchard Puree"", ""amount"": ""20""}, {""name"": ""Cornflower"", ""amount"": ""40""}]"
9614,Silent Forest Seasonings,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Medicinal Powder"", ""amount"": ""60""}, {""name"": ""Garlic"", ""amount"": ""100""}]"
9613,Villanelle Long Noodles,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""80""}, {""name"": ""Rice"", ""amount"": ""180""}]"
9612,Sunbite Pest Poison,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""80""}, {""name"": ""Mint"", ""amount"": ""40""}]"
9611,Solis Red Spice,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""110""}, {""name"": ""Saffron"", ""amount"": ""30""}]"
9610,Mahadevi Pickles,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Spices"", ""amount"": ""60""}, {""name"": ""Cucumber"", ""amount"": ""50""}]"
9609,Tigerspine Seasoned Meat,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Trimmed Meat"", ""amount"": ""100""}, {""name"": ""Tomato"", ""amount"": ""50""}]"
9608,Arcum Iris Salt Crackers,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""80""}, {""name"": ""Sunflower"", ""amount"": ""40""}]"
9607,Ahnimar Pressed Powder,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Medicinal Powder"", ""amount"": ""80""}, {""name"": ""Cornflower"", ""amount"": ""50""}]"
9606,Airain Vegetable Seasoning,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""100""}, {""name"": ""Rye"", ""amount"": ""45""}]"
9605,Aubre Cradle Deviled Eggs,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Spices"", ""amount"": ""120""}, {""name"": ""Egg"", ""amount"": ""60""}]"
9604,Cinderstone Medicinal Powder,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Medicinal Powder"", ""amount"": ""70""}, {""name"": ""Azalea"", ""amount"": ""60""}]"
9603,White Arden Grilled Meat,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Trimmed Meat"", ""amount"": ""30""}, {""name"": ""Yam"", ""amount"": ""30""}]"
9602,Two Crowns Flowerpots,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Dried Flowers"", ""amount"": ""80""}, {""name"": ""Iris"", ""amount"": ""50""}]"
9601,Halcyona Livestock Feed,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""80""}, {""name"": ""Oats"", ""amount"": ""50""}]"
9600,Sanddeep Fried Cucumbers,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""60""}, {""name"": ""Cucumber"", ""amount"": ""50""}]"
9599,Hellswamp Ground Peanuts,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Spices"", ""amount"": ""100""}, {""name"": ""Peanut"", ""amount"": ""55""}]"
9598,Marianople Face Cream,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""100""}, {""name"": ""Iris"", ""amount"": ""60""}]"
9597,Karkasse Burn Cream,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Orchard Puree"", ""amount"": ""20""}, {""name"": ""Rosemary"", ""amount"": ""40""}]"
9596,Gweonid Piquant Spices,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Medicinal Powder"", ""amount"": ""70""}, {""name"": ""Onion"", ""amount"": ""50""}]"
9595,Dewstone Toy Robots,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Orchard Puree"", ""amount"": ""100""}, {""name"": ""Ginkgo Leaf"", ""amount"": ""5""}]"
9594,Lilyut Moonshine,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Orchard Puree"", ""amount"": ""80""}, {""name"": ""Rice"", ""amount"": ""50""}]"
9593,Solzreed Strawberry Smoothies,× 1,60,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Spices"", ""amount"": ""80""}, {""name"": ""Strawberry"", ""amount"": ""55""}]"
9591,Gold Cat Undergarments,× 1,0,"[{""name"": ""Winter Maiden Festival Undergarments"", ""amount"": ""1""}]"
9590,Gold Cat Undergarments,× 1,0,"[{""name"": ""Black Cat Undergarments"", ""amount"": ""1""}]"
9589,Gold Cat Undergarments,× 1,0,"[{""name"": ""Black Pearl Undergarments"", ""amount"": ""1""}]"
9588,Gold Cat Undergarments,× 1,0,"[{""name"": ""Red Butterfly Undergarments"", ""amount"": ""1""}]"
9587,Gold Cat Undergarments,× 1,0,"[{""name"": ""Blue Ocean Undergarments"", ""amount"": ""1""}]"
9586,Red Cat Undergarments,× 1,0,"[{""name"": ""Winter Maiden Festival Undergarments"", ""amount"": ""1""}]"
9585,Red Cat Undergarments,× 1,0,"[{""name"": ""Black Cat Undergarments"", ""amount"": ""1""}]"
9584,Red Cat Undergarments,× 1,0,"[{""name"": ""Black Pearl Undergarments"", ""amount"": ""1""}]"
9583,Red Cat Undergarments,× 1,0,"[{""name"": ""Red Butterfly Undergarments"", ""amount"": ""1""}]"
9582,Red Cat Undergarments,× 1,0,"[{""name"": ""Blue Ocean Undergarments"", ""amount"": ""1""}]"
9580,Windwraith's Pipes,× 1,0,"[{""name"": ""Daru Festival Coin"", ""amount"": ""200""}]"
9579,130-Slot Pirate Plushie Trove,× 1,0,"[{""name"": ""120-Slot Pirate Plushie Trove"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""3""}, {""name"": ""Daru Festival Coin"", ""amount"": ""30""}]"
9578,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Squid"", ""amount"": ""100""}]"
9577,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Tomato"", ""amount"": ""150""}]"
9576,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Grape"", ""amount"": ""100""}]"
9575,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Rice"", ""amount"": ""200""}]"
9574,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Beef"", ""amount"": ""50""}]"
9573,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Shrimp"", ""amount"": ""100""}]"
9572,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Mushroom"", ""amount"": ""150""}]"
9571,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Apple"", ""amount"": ""50""}]"
9570,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Wheat"", ""amount"": ""30""}]"
9569,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Pork"", ""amount"": ""200""}]"
9568,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Flatfish"", ""amount"": ""100""}]"
9567,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Yam"", ""amount"": ""50""}]"
9566,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Banana"", ""amount"": ""50""}]"
9565,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Barley"", ""amount"": ""200""}]"
9564,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Duck Meat"", ""amount"": ""30""}]"
9563,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Anchovy"", ""amount"": ""100""}]"
9562,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Potato"", ""amount"": ""200""}]"
9561,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Orange"", ""amount"": ""50""}]"
9560,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Corn"", ""amount"": ""150""}]"
9559,Daru Merchant Certificate,× 1,0,"[{""name"": ""Blank Certificate"", ""amount"": ""1""}, {""name"": ""Chicken Meat"", ""amount"": ""30""}]"
9552,120-Slot Pirate Plushie Trove,× 1,0,"[{""name"": ""110-Slot Pirate Plushie Trove"", ""amount"": ""1""}, {""name"": ""Spacious Storage Chest"", ""amount"": ""1""}, {""name"": ""Daru Festival Coin"", ""amount"": ""30""}]"
9551,Starpoint,× 10,100,"[{""name"": ""Starpoint Fragment"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9550,Moonpoint,× 10,100,"[{""name"": ""Moonpoint Fragment"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9549,Sunpoint,× 10,100,"[{""name"": ""Sunpoint Fragment"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9536,Starlight Archeum Crystal,× 40,100,"[{""name"": ""Starlight Archeum Essence"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9535,Starlight Archeum Shard,× 40,100,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9534,Starlight Archeum Dust,× 40,100,"[{""name"": ""Starlight Archeum Shard"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9533,Moonlight Archeum Crystal,× 40,100,"[{""name"": ""Moonlight Archeum Essence"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9532,Moonlight Archeum Shard,× 40,100,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9531,Moonlight Archeum Dust,× 40,100,"[{""name"": ""Moonlight Archeum Shard"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9530,Sunlight Archeum Crystal,× 40,100,"[{""name"": ""Sunlight Archeum Essence"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9529,Sunlight Archeum Shard,× 40,100,"[{""name"": ""Sunlight Archeum Crystal"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9528,Sunlight Archeum Dust,× 40,100,"[{""name"": ""Sunlight Archeum Shard"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9527,Starlight Archeum Essence,× 10,200,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9526,Starlight Archeum Crystal,× 10,100,"[{""name"": ""Starlight Archeum Shard"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9525,Starlight Archeum Shard,× 10,50,"[{""name"": ""Starlight Archeum Dust"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9524,Starlight Archeum Dust,× 10,10,"[{""name"": ""Starlight Archeum Motes"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9523,Moonlight Archeum Essence,× 10,200,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9522,Moonlight Archeum Crystal,× 10,100,"[{""name"": ""Moonlight Archeum Shard"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9521,Moonlight Archeum Shard,× 10,50,"[{""name"": ""Moonlight Archeum Dust"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9520,Moonlight Archeum Dust,× 10,10,"[{""name"": ""Moonlight Archeum Motes"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9519,Sunlight Archeum Essence,× 10,200,"[{""name"": ""Sunlight Archeum Crystal"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9518,Sunlight Archeum Crystal,× 10,100,"[{""name"": ""Sunlight Archeum Shard"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9517,Sunlight Archeum Shard,× 10,50,"[{""name"": ""Sunlight Archeum Dust"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9516,Sunlight Archeum Dust,× 10,10,"[{""name"": ""Sunlight Archeum Motes"", ""amount"": ""50""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9510,Harvest Moon Rice Wine,× 1,0,"[{""name"": ""Aeon Shard"", ""amount"": ""10""}]"
9509,Filling Harvest Moon Taro Soup,× 1,0,"[{""name"": ""Aeon Shard"", ""amount"": ""10""}]"
9508,Sweet Harvest Moon Rice Wine,× 1,0,"[{""name"": ""Aeon Shard"", ""amount"": ""10""}]"
9507,Red Noble's Whimsy Costume: Combat,× 1,0,"[{""name"": ""Mysterious Aeon Shard"", ""amount"": ""100""}]"
9506,Black Noble's Whimsy Costume: Combat,× 1,0,"[{""name"": ""Aeon Shard"", ""amount"": ""150""}]"
9503,Pet Accessory Regrade Scroll,× 10,500,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""10""}, {""name"": ""Earthmana Leaf"", ""amount"": ""250""}, {""name"": ""Memory Ink"", ""amount"": ""20""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9500,Ship Component Regrade Scroll,× 10,500,"[{""name"": ""Brinebound Rock"", ""amount"": ""10""}, {""name"": ""Blank Regrade Scroll"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""20""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9497,Accessory Regrade Scroll,× 10,500,"[{""name"": ""Starpoint"", ""amount"": ""10""}, {""name"": ""Blank Regrade Scroll"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9494,Armor Regrade Scroll,× 10,500,"[{""name"": ""Moonpoint"", ""amount"": ""10""}, {""name"": ""Blank Regrade Scroll"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9491,Weapon Regrade Scroll,× 10,500,"[{""name"": ""Sunpoint"", ""amount"": ""10""}, {""name"": ""Blank Regrade Scroll"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9490,Blank Regrade Scroll,× 20,100,"[{""name"": ""Paper"", ""amount"": ""100""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""20""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9489,Blank Regrade Scroll,× 2,10,"[{""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""2""}]"
9488,Blank Regrade Scroll,× 20,100,"[{""name"": ""Paper"", ""amount"": ""100""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""20""}, {""name"": ""Coin"", ""amount"": ""200""}]"
9487,Paper,× 200,300,"[{""name"": ""Lumber"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""1200""}]"
9486,Paper,× 20,30,"[{""name"": ""Lumber"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""40""}]"
9485,Paper,× 2,3,"[{""name"": ""Lumber"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}]"
9482,Paper,× 20,30,"[{""name"": ""Lumber"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""200""}]"
9481,110-Slot Pirate Plushie Trove,× 1,0,"[{""name"": ""100-Slot Pirate Plushie Trove"", ""amount"": ""1""}, {""name"": ""Spacious Storage Chest"", ""amount"": ""1""}, {""name"": ""Daru Festival Coin"", ""amount"": ""30""}]"
9480,Airain Rock-Solid Table,× 1,15,"[{""name"": ""Table Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""20""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9479,Airain Rock-Solid Barrel,× 1,20,"[{""name"": ""Container Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""10""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9478,Airain Rock-Solid Lamp,× 1,15,"[{""name"": ""Lighting Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""2""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Seabreeze Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9477,Airain Rock-Solid Chair,× 1,10,"[{""name"": ""Chair Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""10""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}, {""name"": ""Copper Ingot"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9476,Airain Rock-Solid Storage Chest,× 1,20,"[{""name"": ""Container Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""15""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9475,Airain Rock-Solid Carpet,× 1,50,"[{""name"": ""Rug Design List"", ""amount"": ""1""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""1""}, {""name"": ""Fine Leather"", ""amount"": ""1""}, {""name"": ""White Coral"", ""amount"": ""1""}, {""name"": ""Red Coral"", ""amount"": ""1""}, {""name"": ""Viscous Glossy Oil"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9474,Airain Rock-Solid Wardrobe,× 1,20,"[{""name"": ""Wardrobe Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""20""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9473,Airain Rock-Solid Bookshelf,× 1,20,"[{""name"": ""Bookshelf Designs"", ""amount"": ""1""}, {""name"": ""Lumber"", ""amount"": ""20""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9472,Sunbitten Bed,× 1,20,"[{""name"": ""Bed Designs"", ""amount"": ""1""}, {""name"": ""Fine Lumber"", ""amount"": ""1""}, {""name"": ""Sturdy Stone"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}]"
9471,Airain Rock-Solid Bed,× 1,20,"[{""name"": ""Bed Designs"", ""amount"": ""1""}, {""name"": ""Fine Lumber"", ""amount"": ""1""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""10""}, {""name"": ""Copper Ingot"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}]"
9470,Titan's Mana Potion,× 10,20,"[{""name"": ""Mossy Pool"", ""amount"": ""10""}, {""name"": ""Glowing Prism"", ""amount"": ""10""}]"
9469,Titan's Healing Potion,× 10,20,"[{""name"": ""Desert Fire"", ""amount"": ""10""}, {""name"": ""Glowing Prism"", ""amount"": ""10""}]"
9468,Labor Reward: 2000,× 10,0,"[{""name"": ""Millionaire Token"", ""amount"": ""21""}]"
9467,Labor Reward: 2000,× 8,0,"[{""name"": ""Millionaire Token"", ""amount"": ""20""}]"
9466,Labor Reward: 2000,× 7,0,"[{""name"": ""Millionaire Token"", ""amount"": ""19""}]"
9465,Labor Reward: 2000,× 6,0,"[{""name"": ""Millionaire Token"", ""amount"": ""18""}]"
9464,Labor Reward: 2000,× 5,0,"[{""name"": ""Millionaire Token"", ""amount"": ""17""}]"
9463,Labor Reward: 2000,× 4,0,"[{""name"": ""Millionaire Token"", ""amount"": ""16""}]"
9462,Labor Reward: 2000,× 3,0,"[{""name"": ""Millionaire Token"", ""amount"": ""15""}]"
9461,Ground Fish Chum,× 10,15,"[{""name"": ""Shrimp"", ""amount"": ""2""}, {""name"": ""Ground Grain"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9460,Ore Sorter,× 1,15,"[{""name"": ""Copper Ingot"", ""amount"": ""3""}, {""name"": ""Lumber"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
9458,Small Imprinting Stone,× 1,10,"[{""name"": ""Lord's Coin"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Honorforged Medal"", ""amount"": ""1""}]"
9457,Small Wyvern Legguards,× 1,100,"[{""name"": ""Regal Ore"", ""amount"": ""3""}, {""name"": ""Sturdy Ingot"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9456,Small Wyvern Saddle,× 1,100,"[{""name"": ""Regal Ore"", ""amount"": ""3""}, {""name"": ""Sturdy Ingot"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9455,Small Wyvern Helm,× 1,100,"[{""name"": ""Regal Ore"", ""amount"": ""3""}, {""name"": ""Sturdy Ingot"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9454,Millet Seed Bundle,× 1,2,"[{""name"": ""Millet Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""2""}]"
9448,Orchidna's Journals: Tahyang,× 1,35,"[{""name"": ""Orchidna's Journals: Tahyang Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9447,Orchidna's Journals: Inoch,× 1,35,"[{""name"": ""Orchidna's Journals: Inoch Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9446,Orchidna's Journals: Aranzeb,× 1,35,"[{""name"": ""Orchidna's Journals: Aranzeb Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9445,Orchidna's Journals: Lucius,× 1,35,"[{""name"": ""Orchidna's Journals: Lucius Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9444,Orchidna's Journals: Aranzebia,× 1,35,"[{""name"": ""Orchidna's Journals: Aranzebia Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9443,Orchidna's Journals: Melisara,× 1,35,"[{""name"": ""Orchidna's Journals: Melisara Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9442,Orchidna's Journals: Eanna,× 1,35,"[{""name"": ""Orchidna's Journals: Eanna Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
