item_name,item_id
Chimera Ceremonial Uniform: Combat,39533
Chimera Agent Uniform: Combat,39532
Worn Costume,39531
Winter Yata Costume: Combat,39529
Autumn Greenman Suit: Combat,39528
True Blue Yata Costume: Combat,39527
Cheerberry Yata Costume: Combat,39526
Bloody Adorable Yata Pirate Costume: Combat,39525
Blackjack Yata Pirate Costume: Combat,39524
Evergreen Suit: Combat,39523
Bloodmaw Eveningwear: Combat,39522
Dazzling Ball Attire: Combat,39521
Purestar Ball Attire: Combat,39520
Classique Ball Attire: Combat,39519
Icekissed Winter Festival Costume: Combat,39518
Poinsettia Winter Festival Costume: Combat,39517
Angelic Whisper: Combat,39516
Devilish Temptation: Combat,39515
Golden Dawn: Combat,39514
Summer Racer's Swimwear: Combat,39513
Beach Racer's Swimwear: Combat,39512
Haranyan Navy Uniform: Combat,39511
Nuian Navy Uniform: Combat,39510
Spotless Shore Leave Outfit: Combat,39509
Rowdy Shore Leave Outfit: Combat,39508
Shining Shore Leave Outfit: Combat,39507
Auroran Navy Uniform: Combat,39506
Denim Mecha Coveralls: Combat,39505
Scarlet Mecha Coveralls: Combat,39504
Rags of the Spoonlord: Combat,39503
Royal's Disguise: Combat,39502
Naval Service Uniform: Combat,39501
Prim Service Uniform: Combat,39500
Classic Service Uniform: Combat,39499
Spotless Service Uniform: Combat,39498
Pure Memories: Combat,39497
Precious Memories: Combat,39496
Eternal Memories: Combat,39495
Resplendent Memories: Combat,39494
Prisoner's Pride: Combat,39493
Tomb-Bound Wraps: Combat,39492
Northern Legion Uniform: Combat,39491
Champion's Might: Combat,39490
Nightraven Robes: Combat,39489
Lucky New Year Activewear: Combat,39488
Pure New Year Activewear: Combat,39487
Icefall Dynasty Robes: Combat,39486
Blood Dream Dynasty Robes: Combat,39485
Dragon Cultist Duster: Combat,39484
Haughty Duelist Costume: Combat,39483
Arrogant Duelist Costume: Combat,39482
Oathbreaker Plate: Combat,39481
Oathbound Plate: Combat,39480
Ebongleam Dynasty Robes: Combat,39479
Winter Yata Costume: Combat,39478
Autumn Greenman Suit: Combat,39477
True Blue Yata Costume: Combat,39476
Cheerberry Yata Costume: Combat,39475
Haranyan Navy Uniform: Combat,39474
Nuian Navy Uniform: Combat,39473
Spotless Shore Leave Outfit: Combat,39472
Rowdy Shore Leave Outfit: Combat,39471
Shining Shore Leave Outfit: Combat,39470
Auroran Navy Uniform: Combat,39469
Denim Mecha Coveralls: Combat,39468
Scarlet Mecha Coveralls: Combat,39467
Rags of the Spoonlord: Combat,39466
Royal's Disguise: Combat,39465
Dazzling Ball Attire: Combat,39464
Purestar Ball Attire: Combat,39463
Classique Ball Attire: Combat,39462
Champion's Might: Combat,39461
Nightraven Robes: Combat,39460
Vaughn's Handcrafted Beer,39459
Cutie Patootie Token,39458
Faction Materials Pack,39457
Watermelon Sack,39456
Baked Chicken,39454
Mendelsson's Sand Sculpture: Peace,39453
Vivalt's Sand Sculpture: Protection,39452
Crest Umbrella,39451
Watermelon Umbrella,39450
Beach Umbrella,39449
Summer Breeze Lounger,39448
Decorative Silver Oasis Lute,39447
Decorative Windcreek Lute,39446
Watermelon Decor,39445
Scroll: Mango Barrel,39444
Watermelon Swimwear,39443
Rookborne Mountains Teleport Scroll,39442
Bound Supply Box,39441
Silver Oasis Lute,39440
Windcreek Lute,39439
Expert Checkpoint Flag,39438
wa_f_horns002,39432
wa_f_horns001,39431
Kitty Vanity,39430
wa_m_horns002,39429
wa_m_horns001,39428
tool_아리아의 비파,39426
Full Kit Demolition Certificate,39425
Serendipity Stone,39424
Flamedancer,39423
Mistracer,39422
만물루루의 인증서,39420
만물루루의 인증서,39419
만물루루의 인증서,39418
Wrapped Vaughn's Massive Hammer,39417
만물루루의 인증서,39415
Wrapped Steel Lightning,39414
Bound Steel Lightning Armor Crate,39413
Steel Lightning Armor Crate,39412
Hanure Anima,39409
Vaughn's Massive Hammer,39408
5k Credits Raffle Ticket,39407
test_blue_package,39406
August Birthstone: Trident Constellation,39405
July Birthstone: Wand Constellation,39404
test_blue_wing,39403
5000 Credits,39400
4000 Credits,39399
3000 Credits,39398
2000 Credits,39397
1000 Credits,39396
Blossom Perinoor Cottons,39395
Snowbright Perinoor Cottons,39394
Midnight Perinoor Cottons,39393
Full Kit: Tudor Rose Villa,39392
Tudor Rose Villa Design,39391
Scroll: Battle Station,39390
Glider Companion: Panda,39389
루루의 증표,39388
루루의 상자,39387
Waterlogged Corpse,39386
Scroll: Resurrection (3 days),39384
Scroll: Resurrection (7 days),39383
Scroll: Resurrection (30 days),39382
Scroll: Resurrection (1 day),39381
Delphinad Ghost Ship Stone Slab,39379
Cosmic Axis Pioneer Token,39378
Bard Event,39376
Wrapped Lavaspark,39375
Lv1 Worldbuilder Supply Crate,39374
Lv1 Worldbuilder Supply Crate,39373
Lv1 Worldbuilder Supply Crate,39372
Lv1 Worldbuilder Supply Crate,39371
Lv1 Worldbuilder Supply Crate,39370
Lv1 Worldbuilder Supply Crate,39369
Axis Mundi Pioneer Token,39368
Steel Lightning Legguards,39367
Steel Lightning Saddle,39366
Steel Lightning Helm,39365
Steel Lightning,39364
Autumn Greenman Plushie Pet,39363
Wrapped Moby Drake,39362
Blue Diamond Giftpack,39361
Carrot-Captor Legguards,39358
Carrot-Captor Saddle,39357
Carrot-Captor Helm,39356
제이크 인형 머그컵 응모권,39355
Colordaze Swimwear,39353
Zebra Splash Swimwear,39352
Minty Fresh Swimwear,39351
Croc Scale Swimwear,39350
Leopard Purr Swimwear,39349
Breezy Floral Swimwear,39348
Neon Dot Swimwear,39347
Sunstripe Swimwear,39346
Flashy Polka Dot Swimwear,39345
Sun-bleached Swimwear,39344
Black Pearl Swimwear,39343
Suede Swimwear,39342
Indigogo Dancer Swimwear,39341
Kiwi Splash Swimwear,39340
Fiery Swimwear,39339
Bubblegum Swimwear,39338
Bound Blue Regrade Charm,39336
Bound Green Regrade Charm,39335
Daru Giftbox,39334
10K Credits Raffle Ticket,39333
30 ArcheLife Raffle Ticket,39332
캡슐 커피 머신 응모권,39331
LED 모니터 응모권,39330
디지털카메라 응모권,39329
아이패드 미니3 응모권,39328
Greater Dungeon Raffle Ticket,39327
Bulky Obsidian Supply Chest,39326
Obsidian Supply Chest,39325
tool_부채,39324
Greater Armor Temper,39321
Greater Weapon Temper,39320
Weapon Temper,39319
Super Weapon Temper,39318
Skywhisper Glider,39317
Lost Garden Faded Weapon,39316
Loyalty Token,39314
Auroria Dulcet Vitalism Shoes,39313
Auroria Dulcet Vitalism Pants,39312
Auroria Dulcet Vitalism Gloves,39311
Auroria Dulcet Vitalism Sleeves,39310
Auroria Dulcet Vitalism Sash,39309
Auroria Dulcet Vitalism Shirt,39308
Auroria Dulcet Vitalism Cap,39307
Auroria Wistful Songcraft Shoes,39299
Auroria Wistful Songcraft Pants,39298
Auroria Wistful Songcraft Gloves,39297
Auroria Wistful Songcraft Sleeves,39296
Auroria Wistful Songcraft Sash,39295
Auroria Wistful Songcraft Shirt,39294
Auroria Wistful Songcraft Hood,39293
Auroria Songcraft Shoes,39292
Auroria Songcraft Pants,39291
Auroria Songcraft Gloves,39290
Auroria Songcraft Sleeves,39289
Auroria Songcraft Sash,39288
Auroria Songcraft Shirt,39287
Auroria Songcraft Hood,39286
Auroria Devious Shadowplay Boots,39285
Auroria Devious Shadowplay Breeches,39284
Auroria Devious Shadowplay Fists,39283
Auroria Devious Shadowplay Guards,39282
Auroria Devious Shadowplay Belt,39281
Auroria Devious Shadowplay Jerkin,39280
Auroria Devious Shadowplay Cap,39279
Auroria Noble Sorcery Sabatons,39271
Auroria Noble Sorcery Greaves,39270
Auroria Noble Sorcery Gauntlets,39269
Auroria Noble Sorcery Vambraces,39268
Auroria Noble Sorcery Tassets,39267
Auroria Noble Sorcery Cuirass,39266
Auroria Noble Sorcery Helm,39265
Auroria Wildborn Archery Boots,39257
Auroria Wildborn Archery Breeches,39256
Auroria Wildborn Archery Fists,39255
Auroria Wildborn Archery Guards,39254
Auroria Wildborn Archery Belt,39253
Auroria Wildborn Archery Jerkin,39252
Auroria Wildborn Archery Cap,39251
Ayanad Flaming Hatchetblade Cloak,39247
Ayanad Hatchetblade Cloak,39246
Ayanad Flaming Arrowflash Cloak,39245
Ayanad Arrowflash Cloak,39244
Auroria Haunted Occultism Sabatons,39243
Auroria Haunted Occultism Greaves,39242
Auroria Haunted Occultism Gauntlets,39241
Auroria Haunted Occultism Vambraces,39240
Auroria Haunted Occultism Tassets,39239
Auroria Haunted Occultism Cuirass,39238
Auroria Haunted Occultism Helm,39237
Enchanting Melody Sash,39236
Enchanting Melody Sleeves,39235
Enchanting Melody Shoes,39234
Enchanting Melody Gloves,39233
Enchanting Melody Pants,39232
Enchanting Melody Shirt,39231
Enchanting Melody Hood,39230
Auroria Precise Auramancy Shoes,39229
Auroria Precise Auramancy Pants,39228
Auroria Precise Auramancy Gloves,39227
Auroria Precise Auramancy Sleeves,39226
Auroria Precise Auramancy Sash,39225
Auroria Precise Auramancy Shirt,39224
Auroria Precise Auramancy Hood,39223
Tempting Melody Sash,39222
Tempting Melody Sleeves,39221
Tempting Melody Shoes,39220
Tempting Melody Gloves,39219
Tempting Melody Pants,39218
Tempting Melody Shirt,39217
Tempting Melody Hood,39216
Auroria Eternal Defense Boots,39215
Auroria Eternal Defense Breeches,39214
Auroria Eternal Defense Fists,39213
Auroria Eternal Defense Guards,39212
Auroria Eternal Defense Belt,39211
Auroria Eternal Defense Jerkin,39210
Auroria Eternal Defense Cap,39209
Talisman Belt,39208
Talisman Guards,39207
Talisman Boots,39206
Talisman Fists,39205
Talisman Breeches,39204
Talisman Jerkin,39203
Talisman Cap,39202
Auroria Cruel Witchcraft Shoes,39201
Auroria Cruel Witchcraft Pants,39200
Auroria Cruel Witchcraft Gloves,39199
Auroria Cruel Witchcraft Sleeves,39198
Auroria Cruel Witchcraft Sash,39197
Auroria Cruel Witchcraft Shirt,39196
Auroria Cruel Witchcraft Hood,39195
Hexbane Tassets,39194
Hexbane Vambraces,39193
Hexbane Sabatons,39192
Hexbane Gauntlets,39191
Hexbane Greaves,39190
Hexbane Cuirass,39189
Hexbane Helm,39188
Auroria Lorn Battlerage Boots,39187
Auroria Lorn Battlerage Breeches,39186
Auroria Lorn Battlerage Gloves,39185
Auroria Lorn Battlerage Guards,39184
Auroria Lorn Battlerage Belt,39183
Auroria Lorn Battlerage Jerkin,39182
Auroria Lorn Battlerage Cap,39181
Ayanad Flaming Bastion Cloak,39180
Ayanad Bastion Cloak,39179
Ayanad Flaming Twintail Cloak,39178
Ayanad Twintail Cloak,39177
Ayanad Flaming Windsong Cloak,39176
Ayanad Windsong Cloak,39175
tool_울림 현악기,39173
^Shining Blue Marlin Pack|Paquet de makaire bleu brillant|Glänzender Blauer-Marlin-Paket^,39171
Shining Sailfish Pack,39170
Shining Bluefin Pack,39169
Shining Sturgeon Pack,39168
Faint Sacred Echo,39167
Ynys Isle Gemstone,39166
Arcane Desire,39164
Loyalty Gift Box,39163
Loyalty Gift Box,39162
Loyalty Gift Box,39161
Net Cafe Support Box,39160
Tortured Artist Token,39156
나무집 테스트 44,39150
Kidella Ring,39149
Cursed Kidella Ring,39148
Ynys Guardian Ring,39147
Holy Ynys Guardian Ring,39146
Chronofeather,39145
Chronomage's Parchment,39144
Lost Garden Faded Flute,39143
Lost Garden Faded Shield,39142
Lost Garden Faded Bow,39141
Lost Garden Faded Longspear,39140
Lost Garden Faded Shortspear,39139
Lost Garden Faded Staff,39138
Lost Garden Faded Scepter,39137
Lost Garden Faded Greatclub,39136
Lost Garden Faded Club,39135
Lost Garden Faded Greataxe,39134
Lost Garden Faded Katana,39133
Lost Garden Faded Dagger,39132
Lost Garden Faded Axe,39131
Lost Garden Faded Greatsword,39130
Lost Garden Faded Nodachi,39129
Lost Garden Faded Sword,39128
Login Giftbox,39127
Login Gift Trinket,39126
Login Gift Jewel,39125
Login Gift Crystal,39124
girlheart02_cloth001,39121
girlheart01_cloth001,39120
girlheart02_hair01,39119
girlheart02_face01,39118
girlheart01_face01,39117
girlheart01_hair01,39116
Loyalty Token Bundles,39115
Fireworks Decor,39114
Fortified Pickaxe,39113
Fortified Pickaxe,39112
Fortified Pickaxe,39111
Fortified Pickaxe,39110
Fortified Pickaxe 2,39109
Fortified Pickaxe 2,39108
Fortified Pickaxe 2,39107
Fortified Pickaxe 2,39106
tool_우산,39105
Guild Medallion,39104
Duun's Blessing,39103
Silver Regrade Charm,39102
Temporary Epherium Windsong Cloak,39101
Bound Pet Accessory Regrade Scroll,39100
Bound Ship Component Regrade Scroll,39099
Wraithsong Piano,39098
Bound Accessory Regrade Scroll,39097
Adventurer's Mossy Pool,39096
Adventurer's Desert Fire,39095
Adventurer's Tangy Liquor,39094
Adventurer's Tangy Soda,39093
The Kidella Ring,39090
Stone Orb,39089
The Kidella Ring Manuscript,39088
Haranyan Alliance Wall Energy,39087
Nuian Alliance Wall Energy,39086
Prime Tenacious Giftbox,39085
Superior Tenacious Giftbox,39083
Tenacious Giftbox,39082
Haranyan Alliance Bridge Energy,39081
Nuian Alliance Bridge Energy,39080
Auroran Synthesis Stone,39079
Auroran Synthesis Shard,39078
Armored Wavewyrm Costume,39077
Abyssal Wavewyrm Costume,39076
Coral Wavewyrm Costume,39075
Ivory Wavewyrm Costume,39074
Vivid Earth Lunascale: Mastery,39072
Vivid Gale Lunascale: Breakthrough,39071
Vivid Gale Lunascale: Pierce,39070
Vivid Gale Lunascale: Torrent,39069
Vivid Gale Lunascale: Tempest,39068
Vivid Gale Lunascale: Solace,39067
Vivid Gale Lunascale: Overpower,39066
Vivid Gale Lunascale: Consolation,39065
Vivid Gale Lunascale: Aggro,39064
Vivid Earth Lunascale: Impenetrable,39063
Vivid Earth Lunascale: Celerity,39062
Vivid Earth Lunascale: Esoteric,39061
Vivid Earth Lunascale: Finesse,39060
Vivid Earth Lunascale: Vitality,39059
Lucid Earth Lunagem: Tempest,39058
Vivid Earth Lunagem: Tempest,39057
Clear Earth Lunagem: Tempest,39056
Pioneer Earrings,39055
Hardy Warrior's Vambraces,39054
Hardy Warrior's Guards,39053
Hardy Warrior's Sleeves,39052
Heartless Warrior's Vambraces,39051
Heartless Warrior's Guards,39050
Heartless Warrior's Sleeves,39049
Design: Andelph Typhoon Rudder,39048
Design: Andelph Seastorm Rudder,39047
Design: Andelph Mistral Rudder,39046
Design: Andelph Seabreeze Rudder,39045
Design: Sirensong Typhoon Rudder,39044
Design: Sirensong Seastorm Rudder,39043
Design: Sirensong Mistral Rudder,39042
Design: Sirensong Seabreeze Rudder,39041
Design: Sirensong Seabreeze Rudder,39040
Pirate's Archeum Bundle,39038
Guild Flare,39037
TESTCOSPLAYAUCTION,39036
Pioneer's Archeum Bundle,39035
Andelph Typhoon Rudder,39034
Andelph Seastorm Rudder,39033
Andelph Mistral Rudder,39032
Andelph Seabreeze Rudder,39031
Sirensong Typhoon Rudder,39030
Sirensong Seastorm Rudder,39029
Sirensong Mistral Rudder,39028
Sirensong Seabreeze Rudder,39027
Soulmare,39022
Dawnbreak Dove,39021
testauc,39019
Mirage Snowlion,39018
Mirage Lilyut Horse,39017
Mirage Donkey,39016
Eternal Wish Raiment,39014
Small Shadowguard Firecracker,39013
Vivalt's Sketch,39012
Mendelsson's Sketch,39011
"Brown ""Snowlion Snuggles"" Painting",39010
"Pink ""Snowlion Snuggles"" Painting",39009
"Purple ""Snowlion Snuggles"" Painting",39008
"Purple ""Whole Yata Joy"" Painting",39007
"Pink ""Whole Yata Joy"" Painting",39006
"Brown ""Whole Yata Joy"" Painting",39005
100-Slot Pirate Plushie Trove,38997
50-Slot Pirate Plushie Trove,38996
40-Slot Pirate Plushie Trove,38995
30-Slot Pirate Plushie Trove,38994
20-Slot Pirate Plushie Trove,38993
10-Slot Pirate Plushie Trove,38992
Bound Seajoy Banquet Voucher,38991
Hereafter Cake Table,38990
Bashing Bouquet,38989
Housepet Crate,38988
Grand Wolfhound Picture,38987
Grand Elk Picture,38986
Grand Yata Picture,38985
Grand Cat Picture,38984
Large Everbloom Cherry Tree,38983
Small Everbloom Cherry Tree,38982
Cherry Blossom Reflecting Pool,38981
Glider Companion: Squirrel,38980
Crest Tanning Platform,38979
Delphinad Mountain Galoshes,38978
Delphinad Stone Galoshes,38977
Delphinad Ocean Galoshes,38976
Delphinad Lake Galoshes,38975
Delphinad Meadow Galoshes,38974
Delphinad Wave Galoshes,38973
Delphinad Tidal Galoshes,38972
Delphinad Squall Galoshes,38971
Delphinad Gale Galoshes,38970
Delphinad Typhoon Galoshes,38969
Delphinad Lightning Galoshes,38968
Delphinad Flame Galoshes,38967
Delphinad Quake Galoshes,38966
Delphinad Desert Galoshes,38965
Delphinad Earth Galoshes,38964
Delphinad Mountain Chestplate,38963
Delphinad Stone Chestplate,38962
Delphinad Ocean Chestplate,38961
Delphinad Lake Chestplate,38960
Delphinad Meadow Chestplate,38959
Delphinad Wave Chestplate,38958
Delphinad Tidal Chestplate,38957
Delphinad Squall Chestplate,38956
Delphinad Gale Chestplate,38955
Delphinad Typhoon Chestplate,38954
Delphinad Lightning Chestplate,38953
Delphinad Flame Chestplate,38952
Delphinad Quake Chestplate,38951
Delphinad Desert Chestplate,38950
Delphinad Earth Chestplate,38949
Delphinad Mountain Headdress,38948
Delphinad Stone Headdress,38947
Delphinad Ocean Headdress,38946
Delphinad Lake Headdress,38945
Delphinad Meadow Headdress,38944
Delphinad Wave Headdress,38943
Delphinad Tidal Headdress,38942
Delphinad Squall Headdress,38941
Delphinad Gale Headdress,38940
Delphinad Typhoon Headdress,38939
Delphinad Lightning Headdress,38938
Delphinad Flame Headdress,38937
Delphinad Quake Headdress,38936
Delphinad Desert Headdress,38935
Delphinad Earth Headdress,38934
Net Cafe Support Box,38933
Silver Tick-Tock Pack,38932
Golden Tick-Tock Pack,38931
Guardian’s Token,38930
Wrapped Lady Fluffsworth Crate,38928
Wrapped Sir Hoppington Crate,38927
Wrapped Lord Cottontail Crate,38926
Peace Treaty,38925
Beast Lord's Bell,38924
Fortified Pickaxe 2,38923
test_무료 루루,38922
Lucid Archeum Bundle,38921
Clear Archeum Bundle,38920
Fortified Pickaxe,38919
Gilded Chronochest,38918
Divine Chronochest,38917
Meritorious Chronochest,38916
Warrior's Chronochest,38915
Steel Lightning Crate,38914
Chronofeather Ball,38913
Kestrel Net,38912
Captured Painted Falcon Chick,38911
Equipment Box Key,38910
Locked Equipment Box,38909
Bound Golden Teardrop Chest,38908
Bound Lucid Wave Lunagem: Magic Defense,38907
Bound Lucid Wave Lunagem: Defense,38906
Bound Vivid Wave Lunagem: Magic Defense,38905
Bound Vivid Wave Lunagem: Defense,38904
Cruel Sunshadow,38903
Bitter Heavendusk,38902
Brilliant Sunsetter,38901
Sunshadow,38900
Heavendusk,38899
Sunsetter,38898
Crazed Slayer's Vambraces,38897
Crazed Slayer's Tassets,38896
Crazed Slayer's Sabatons,38895
Crazed Slayer's Gauntlets,38894
Crazed Slayer's Greaves,38893
Crazed Slayer's Cuirass,38892
Crazed Slayer's Helm,38891
Crazed Hermit's Guards,38890
Crazed Hermit's Belt,38889
Crazed Hermit's Boots,38888
Crazed Hermit's Fists,38887
Crazed Hermit's Breeches,38886
Crazed Hermit's Jerkin,38885
Crazed Hermit's Cap,38884
Crazed Wizard's Sleeves,38883
Crazed Wizard's Sash,38882
Crazed Wizard's Shoes,38881
Crazed Wizard's Gloves,38880
Crazed Wizard's Pants,38879
Crazed Wizard's Shirt,38878
Crazed Wizard's Hood,38877
Razor Thornwrath Shield,38876
Toxic Sea Serpent's Malice,38875
Bird Feed,38874
Deeply Branded Scepter,38873
Grinding Boneshatter,38872
Relentless Destroyer's Smite,38871
Festering Amputator,38870
Branded Scepter,38869
Boneshatter,38868
Destroyer's Smite,38867
Amputator,38866
Merciless Arterial Staff,38865
Soulless Crimson Canine,38864
Heartless Necromancer's Vision,38863
Nimble Bloodmist Blade,38862
Arterial Staff,38861
Crimson Canine,38860
Necromancer's Vision,38859
Bloodmist Blade,38858
Silver Tick-Tock Legguards,38857
White Blazer Rabbit Saddle,38856
Silver Tick-Tock Top Hat,38855
Heartless Argent's Sabatons,38854
Heartless Argent's Cuirass,38853
Heartless Argent's Greaves,38852
Heartless Disciple's Boots,38851
Heartless Disciple's Breeches,38850
Heartless Disciple's Jerkin,38849
Heartless Monk's Pants,38848
Heartless Monk's Shoes,38847
Heartless Monk's Shirt,38846
Plate Mana Wisp,38845
Leather Mana Wisp,38844
Cloth Mana Wisp,38843
Ring Mana Wisp,38842
Small Jewelry Mana Wisp,38841
Large Jewelry Mana Wisp,38840
Musical Mana Wisp,38839
Two-Hander Wood Mana Wisp,38838
Wooden Mana Wisp,38837
Two-Hander Metal Mana Wisp,38836
One-Hander Metal Mana Wisp,38835
Springscent Coronet,38834
Flamesinger,38833
Sacred Echo,38832
Cherry Blossom Lute,38831
Honorable Leader's Crate,38830
Glorious Leader's Crate,38829
Bronze Hero Statue,38828
Hardy Bruiser's Sabatons,38827
Hardy Bruiser's Greaves,38826
Hardy Bruiser's Cuirass,38825
Andelph Zephyr Rudder,38824
Hardy Highwayman's Breeches,38822
Hardy Highwayman's Boots,38821
Hardy Highwayman's Jerkin,38820
Hardy Thief's Shoes,38819
Hardy Thief's Pants,38818
Hardy Thief's Shirt,38817
Sunstrength Stone,38815
Mistmight Stone,38814
Battle Prize Crate 5,38813
Battle Prize Crate 4,38812
Battle Prize Crate 3,38811
Battle Prize Crate 2,38810
Battle Prize Crate 1,38809
Prize Crate 5,38808
Prize Crate 4,38807
Prize Crate 3,38806
Prize Crate 2,38805
Prize Crate 1,38804
Andelph Fishing Boat Propellant,38803
Shadowguard Fireworks Trade Pack,38802
Snowlion Fur,38801
Silver Hero Statue,38800
Gold Hero Statue,38799
Design: Tower Defense Steamtank,38797
Topiary Leaf,38796
Golden Tick-Tock Legguards,38795
Black Blazer Rabbit Saddle,38794
Golden Tick-Tock Top Hat,38793
Topiary Flowerbed,38792
Topiary Flowerpot,38791
Soulforged Lunagem: Impenetrable,38790
Soulforged Lunagem: Aid,38788
Soulforged Lunagem: Extreme,38787
Soulforged Lunagem: Marksman,38786
Soulforged Lunagem: Buffet,38785
Soulforged Lunagem: Salvation,38784
Soulforged Lunagem: Apex,38783
Soulforged Lunagem: Sharpshot,38782
Soulforged Lunagem: Strong Blow,38781
Faint Archeum Bundle,38778
Large Bullhorn,38777
Mini-Bullhorn,38776
June Birthstone: Chariot Constellation,38775
Topiary Fruit,38774
Topiary Sapling,38772
Lady Fluffsworth,38771
Sir Hoppington,38770
Origin of the Cherry Blossom Festival,38769
Lord Cottontail,38768
Shroudmaster Earring,38767
Shroudmaster Necklace,38766
Shroudmaster Ring,38765
Dreadnaught's Earring,38764
Dreadnaught's Necklace,38763
Dreadnaught's Ring,38762
Hereafter Roses,38761
Ocher Destruction Safeguard,38760
Orange Downgrade Safeguard,38759
Superior White Regrade Charm,38758
White Regrade Charm,38757
Superior Red Regrade Charm,38756
Celestial Regrade Charm,38755
Orange Regrade Charm,38754
Yellow Regrade Charm,38753
Purple Regrade Charm,38752
Life Prize Token,38751
Wave Prize Token,38750
Earth Prize Token,38749
Gale Prize Token,38748
Flame Prize Token,38747
Life Prize Token,38746
Wave Prize Token,38745
Earth Prize Token,38744
Gale Prize Token,38743
Flame Prize Token,38742
Donation Envelope,38741
Empty Envelope,38740
May Birthstone: Blind Eye Constellation,38739
Tame Seabug,38738
Beekeeper Hat,38737
Cherry Rice Wine,38736
Net Cafe Support Box,38734
Net Cafe Support Box,38733
Net Cafe Support Box,38732
Net Cafe Support Box,38731
Net Cafe Support Box,38730
Net Cafe Support Box,38729
Net Cafe Support Box,38728
Net Cafe Support Box,38727
Net Cafe Support Box,38726
Net Cafe Support Box,38725
Net Cafe Support Box,38724
Net Cafe Support Box,38723
ha_m_hair041,38722
ha_m_hair040,38721
fe_m_hair041,38720
fe_m_hair040,38719
el_m_hair041,38718
el_m_hair040,38717
nu_m_hair041,38716
nu_m_hair040,38715
April Birthstone: Unicorn Constellation,38714
Cherry Nectar,38713
Petal,38712
Rice Malt,38711
dw_m_hair041,38710
dw_m_hair040,38709
Superior Grinding Guardian Scroll,38708
Grinding Guardian Scroll,38707
Twisted Warrior's Sleeves,38706
Chronoleash,38705
Young Orange Tabby Housepet,38704
Elk Calf Housepet,38703
Yata Calf Housepet,38702
Young Puppy Housepet,38701
Young Gray Tabby Housepet,38700
Young Calico Housepet,38699
Young Black Cat Housepet,38698
Young Seal-Point Housepet,38697
Faded Mirror of Boundaries,38696
Guild Totem: Parry,38695
Guild Totem: Evasion,38694
Guild Totem: Received Damage Reduction,38693
Guild Totem: Magic Defense,38692
Guild Totem: Physical Defense,38691
Guild Totem: Critical Hit,38690
Guild Totem: Damage,38689
Guild Totem: XP Gain,38688
(개척테스트용)치트,38687
(개척테스트용)치트,38686
Wrapped Vocation Supply Box,38685
Wrapped Combat Supply Box,38684
Delphinad Flaming Hatchetblade Cloak,38683
Epherium Hatchetblade Cloak,38682
Delphinad Hatchetblade Cloak,38681
Delphinad Flaming Arrowflash Cloak,38680
Epherium Arrowflash Cloak,38679
Delphinad Arrowflash Cloak,38678
Delphinad Flaming Bastion Cloak,38677
Epherium Bastion Cloak,38676
Delphinad Bastion Cloak,38675
Delphinad Flaming Twintail Cloak,38674
Epherium Twintail Cloak,38673
Delphinad Twintail Cloak,38672
Delphinad Flaming Windsong Cloak,38671
Epherium Windsong Cloak,38670
Delphinad Windsong Cloak,38669
Vocation Supply Box,38668
Combat Supply Box,38667
Faction Base Guide's Certificate,38666
A Brief Guide to Faction Bases,38665
Guild Ribbon: Eanna,38664
Guild Ribbon: Kyprosa,38663
Guild Ribbon: Lucius,38662
Guild Ribbon: Inoch,38661
Guild Ribbon: Naima,38660
Guild Ribbon: Ollo,38659
Guild Ribbon: Aranzeb,38658
Vocation Guide's Certificate,38655
Combat Guide's Certificate,38654
Classroom Bundle,38653
Combat Scroll: Toughness,38651
Combat Scroll: Resilience,38650
Combat Scroll: Focus,38649
Vocation Guide's Gift Box,38648
Combat Guide's Gift Box,38647
Homecoming Helm,38646
Homecoming Sabatons,38645
Homecoming Greaves,38644
Homecoming Gauntlets,38643
Homecoming Cuirass,38642
Homecoming Hood,38641
Homecoming Shoes,38640
Homecoming Pants,38639
Homecoming Gloves,38638
Homecoming Shirt,38637
Bound Caernord Sea Serpent Propulsion System,38636
Bound Caernord Zephyr Triangular Rig,38635
Homecoming Cap,38634
Homecoming Boots,38633
Homecoming Breeches,38632
Homecoming Fists,38631
Homecoming Jerkin,38630
Homecoming Equipment Box,38629
Homecoming Plate Armor Box,38628
Homecoming Cloth Armor Box,38627
Homecoming Leather Armor Box,38626
Gilda Star Bag,38625
Arche Webtoon Author's Token,38624
Immortal Demon's Heart,38623
Undying Demon's Heart,38622
Demon's Heart,38621
Distorted Chanter's Sash,38620
Distorted Chanter's Sleeves,38619
Distorted Chanter's Shoes,38618
Distorted Chanter's Gloves,38617
Distorted Chanter's Pants,38616
Distorted Chanter's Shirt,38615
Distorted Chanter's Mask,38614
Sirensong Zephyr Rudder,38613
Sirensong Fishing Boat Propellant,38612
Scroll: Moby Drake,38611
Enthusiastic Adventurer's Wings,38610
Enthusiastic Adventurer's Token,38609
Classroom Lockbox,38608
Classroom Lecture Desk,38607
Gray Ghost Rabbit,38606
Homecoming Key,38605
Adventurer's Hearty Soup,38604
Adventurer's Deluxe Sandwich,38603
Bound Superior Tempering Burnish,38602
Bound Armor Regrade Scroll,38601
Bound Weapon Regrade Scroll,38600
Adventurer's Costume,38599
Bound XP Boost Scroll,38598
Enthusiasm Reward (Lv. 55),38597
Enthusiasm Reward (Lv. 54),38596
Enthusiasm Reward (Lv. 53),38595
